"team1player1","team1player2","team1player3","team1player4","team1player5","team2player1","team2player2","team2player3","team2player4","team2player5","team1_points","team2_points","turnovers","timeofpos"
"Russell Westbrook","Wayne Ellington","Isaiah Thomas","LeBron James","Carmelo Anthony","Alex Caruso","Lonzo Ball","Javonte Green","DeMar DeRozan","Nikola Vucevic",19,20,0,60
"Russell Westbrook","Wayne Ellington","Isaiah Thomas","LeBron James","Carmelo Anthony","D'Angelo Russell","Jarred Vanderbilt","Jaylen Nowell","Naz Reid","Jaden McDaniels",5,7,0,27
"Russell Westbrook","Wayne Ellington","Isaiah Thomas","LeBron James","Carmelo Anthony","D'Angelo Russell","Josh Okogie","Jaylen Nowell","Naz Reid","Jaden McDaniels",0,4,0,8
"Russell Westbrook","Wayne Ellington","LeBron James","Carmelo Anthony","Dwight Howard","Tyus Jones","Jaren Jackson Jr.","Jarrett Culver","John Konchar","Xavier Tillman",0,4,0,9
"Saddiq Bey","Isaiah Stewart","Cade Cunningham","Cory Joseph","Jerami Grant","Ivica Zubac","Paul George","Eric Bledsoe","Marcus Morris Sr.","Reggie Jackson",0,7,0,41
"Saddiq Bey","Isaiah Stewart","Cade Cunningham","Cory Joseph","Jerami Grant","Ivica Zubac","Terance Mann","Paul George","Marcus Morris Sr.","Reggie Jackson",5,4,0,16
"Saddiq Bey","Isaiah Stewart","Cory Joseph","Rodney McGruder","Jerami Grant","Alex Caruso","Lonzo Ball","DeMar DeRozan","Nikola Vucevic","Zach LaVine",0,0,1,25
"Saddiq Bey","Isaiah Stewart","Jamorko Pickett","Cory Joseph","Rodney McGruder","Alex Caruso","Troy Brown Jr.","Alize Johnson","Javonte Green","Ayo Dosunmu",4,2,0,18
"Saddiq Bey","Isaiah Stewart","Saben Lee","Cade Cunningham","Cory Joseph","Mitchell Robinson","Kemba Walker","Alec Burks","Evan Fournier","Julius Randle",2,5,0,15
"Saddiq Bey","Saben Lee","Luka Garza","Cade Cunningham","Jerami Grant","Bobby Portis","Pat Connaughton","Grayson Allen","George Hill","Jrue Holiday",3,3,0,29
"Saddiq Bey","Saben Lee","Luka Garza","Cade Cunningham","Jerami Grant","Bobby Portis","Pat Connaughton","Grayson Allen","George Hill","Khris Middleton",3,4,0,32
"Saddiq Bey","Saben Lee","Luka Garza","Cade Cunningham","Jerami Grant","Jrue Holiday","Khris Middleton","Giannis Antetokounmpo","Bobby Portis","Grayson Allen",5,0,0,5
"Saddiq Bey","Saben Lee","Luka Garza","Cade Cunningham","Jerami Grant","Pat Connaughton","Grayson Allen","George Hill","Jrue Holiday","Giannis Antetokounmpo",2,5,0,9
"Saddiq Bey","Saben Lee","Luka Garza","Cade Cunningham","Jerami Grant","Pat Connaughton","Grayson Allen","Jrue Holiday","Khris Middleton","Giannis Antetokounmpo",3,2,0,18
"Sandro Mamukelashvili","George Hill","Jrue Holiday","Thanasis Antetokounmpo","Rodney Hood","Pascal Siakam","Fred VanVleet","Chris Boucher","Gary Trent Jr.","Dalano Banton",3,0,0,15
"Sandro Mamukelashvili","George Hill","Jrue Holiday","Thanasis Antetokounmpo","Rodney Hood","Pascal Siakam","Fred VanVleet","Chris Boucher","Svi Mykhailiuk","Dalano Banton",0,0,0,9
"Sandro Mamukelashvili","George Hill","Jrue Holiday","Thanasis Antetokounmpo","Rodney Hood","Pascal Siakam","Fred VanVleet","Gary Trent Jr.","Precious Achiuwa","Scottie Barnes",0,0,0,10
"Sandro Mamukelashvili","George Hill","Jrue Holiday","Thanasis Antetokounmpo","Rodney Hood","Pascal Siakam","Fred VanVleet","Svi Mykhailiuk","Yuta Watanabe","Precious Achiuwa",2,5,0,22
"Semi Ojeleye","Grayson Allen","George Hill","Jrue Holiday","Giannis Antetokounmpo","Georges Niang","Furkan Korkmaz","Shake Milton","Paul Reed","Danny Green",5,0,0,80
"Semi Ojeleye","Grayson Allen","George Hill","Jrue Holiday","Giannis Antetokounmpo","Kemba Walker","Evan Fournier","Julius Randle","Mitchell Robinson","RJ Barrett",2,0,0,0
"Semi Ojeleye","Grayson Allen","George Hill","Jrue Holiday","Giannis Antetokounmpo","Kyle Kuzma","Daniel Gafford","Corey Kispert","Bradley Beal","Raul Neto",8,5,0,9
"Semi Ojeleye","Grayson Allen","George Hill","Jrue Holiday","Thanasis Antetokounmpo","Josh Richardson","Jayson Tatum","Robert Williams III","Dennis Schroder","Marcus Smart",0,0,0,3
"Semi Ojeleye","Grayson Allen","George Hill","Thanasis Antetokounmpo","Rodney Hood","Josh Richardson","Romeo Langford","Grant Williams","Al Horford","Dennis Schroder",0,0,0,0
"Semi Ojeleye","Grayson Allen","Jordan Nwora","George Hill","Thanasis Antetokounmpo","Josh Richardson","Jayson Tatum","Robert Williams III","Dennis Schroder","Marcus Smart",0,2,0,20
"Semi Ojeleye","Grayson Allen","Jordan Nwora","George Hill","Thanasis Antetokounmpo","Josh Richardson","Jayson Tatum","Romeo Langford","Al Horford","Dennis Schroder",4,5,0,11
"Semi Ojeleye","Grayson Allen","Jordan Nwora","Jrue Holiday","Rodney Hood","Frank Ntilikina","Jalen Brunson","Theo Pinson","Moses Brown","Brandon Knight",0,3,0,51
"Semi Ojeleye","Grayson Allen","Jordan Nwora","Jrue Holiday","Rodney Hood","Frank Ntilikina","Sterling Brown","Jalen Brunson","George King","Moses Brown",2,3,0,19
"Semi Ojeleye","Grayson Allen","Jordan Nwora","Jrue Holiday","Rodney Hood","Frank Ntilikina","Sterling Brown","Jalen Brunson","Theo Pinson","Dwight Powell",0,0,0,11
"Semi Ojeleye","Grayson Allen","Jordan Nwora","Jrue Holiday","Rodney Hood","Frank Ntilikina","Sterling Brown","Jalen Brunson","Theo Pinson","Moses Brown",1,0,0,8
"Semi Ojeleye","Grayson Allen","Jrue Holiday","Giannis Antetokounmpo","Rodney Hood","Derrick Rose","Taj Gibson","Alec Burks","Obi Toppin","Immanuel Quickley",3,3,0,21
"Semi Ojeleye","Grayson Allen","Jrue Holiday","Giannis Antetokounmpo","Rodney Hood","Lou Williams","Danilo Gallinari","Clint Capela","Delon Wright","Cam Reddish",2,7,0,14
"Semi Ojeleye","Grayson Allen","Jrue Holiday","Giannis Antetokounmpo","Rodney Hood","Mitchell Robinson","Obi Toppin","Immanuel Quickley","Derrick Rose","Alec Burks",0,0,0,40
"Semi Ojeleye","Grayson Allen","Jrue Holiday","Khris Middleton","Rodney Hood","Dorian Finney-Smith","Frank Ntilikina","Sterling Brown","Jalen Brunson","Dwight Powell",0,1,0,15
"Semi Ojeleye","Jordan Nwora","George Hill","Jrue Holiday","Rodney Hood","Dorian Finney-Smith","Theo Pinson","Moses Brown","Carlik Jones","Brandon Knight",0,4,0,29
"Semi Ojeleye","Jordan Nwora","Jrue Holiday","Wesley Matthews","Rodney Hood","Frank Ntilikina","Sterling Brown","Jalen Brunson","George King","Moses Brown",3,3,0,16
"Semi Ojeleye","Justin Robinson","Jordan Nwora","Giannis Antetokounmpo","Rodney Hood","Josh Jackson","Frank Jackson","Cory Joseph","Kelly Olynyk","Jerami Grant",0,4,0,9
"Semi Ojeleye","Justin Robinson","Jordan Nwora","Giannis Antetokounmpo","Rodney Hood","Lou Williams","Delon Wright","John Collins","Cam Reddish","Danilo Gallinari",5,6,0,8
"Semi Ojeleye","Justin Robinson","Jordan Nwora","Giannis Antetokounmpo","Rodney Hood","Trey Lyles","Josh Jackson","Saddiq Bey","Cory Joseph","Kelly Olynyk",7,3,0,21
"Semi Ojeleye","Justin Robinson","Jordan Nwora","Sandro Mamukelashvili","Georgios Kalaitzakis","Frank Jackson","Hamidou Diallo","Killian Hayes","Isaiah Stewart","Rodney McGruder",0,2,0,15
"Semi Ojeleye","Justin Robinson","Jordan Nwora","Sandro Mamukelashvili","Georgios Kalaitzakis","Hamidou Diallo","Killian Hayes","Isaiah Stewart","Saben Lee","Rodney McGruder",0,1,0,1
"Semi Ojeleye","Justin Robinson","Jordan Nwora","Thanasis Antetokounmpo","Rodney Hood","Timothe Luwawu-Cabarrot","Kevin Huerter","Skylar Mays","Sharife Cooper","Jalen Johnson",1,2,0,9
"Semi Ojeleye","Justin Robinson","Jordan Nwora","Thanasis Antetokounmpo","Rodney Hood","Timothe Luwawu-Cabarrot","Skylar Mays","Sharife Cooper","Jalen Johnson","Solomon Hill",0,0,1,9
"Semi Ojeleye","Justin Robinson","Sandro Mamukelashvili","Georgios Kalaitzakis","Thanasis Antetokounmpo","Hamidou Diallo","Killian Hayes","Isaiah Stewart","Saben Lee","Rodney McGruder",0,0,1,14
"Serge Ibaka","Eric Bledsoe","Amir Coffey","Brandon Boston Jr.","Keon Johnson","Buddy Hield","Chimezie Metu","Tyrese Haliburton","Tristan Thompson","Harrison Barnes",7,6,0,43
"Serge Ibaka","Eric Bledsoe","Amir Coffey","Brandon Boston Jr.","Keon Johnson","Harrison Barnes","Maurice Harkless","Buddy Hield","Damian Jones","Tyrese Haliburton",10,7,0,36
"Serge Ibaka","Eric Bledsoe","Luke Kennard","Terance Mann","Brandon Boston Jr.","Cody Zeller","Tony Snell","Norman Powell","Larry Nance Jr.","CJ Elleby",2,2,0,9
"Serge Ibaka","Justise Winslow","Amir Coffey","Brandon Boston Jr.","Keon Johnson","Harrison Barnes","Maurice Harkless","Emmanuel Mudiay","Richaun Holmes","Tyrese Haliburton",9,3,0,39
"Serge Ibaka","Justise Winslow","Amir Coffey","Brandon Boston Jr.","Keon Johnson","Richaun Holmes","Buddy Hield","Chimezie Metu","Tyrese Haliburton","Harrison Barnes",2,3,0,12
"Serge Ibaka","Paul George","Marcus Morris Sr.","Reggie Jackson","Ivica Zubac","LeBron James","Dwight Howard","Russell Westbrook","Anthony Davis","Talen Horton-Tucker",24,17,1,164
"Serge Ibaka","Paul George","Marcus Morris Sr.","Reggie Jackson","Ivica Zubac","Malik Monk","Talen Horton-Tucker","Anthony Davis","LeBron James","Dwight Howard",11,6,0,12
"Serge Ibaka","Paul George","Marcus Morris Sr.","Reggie Jackson","Ivica Zubac","Richaun Holmes","De'Aaron Fox","Chimezie Metu","Terence Davis","Tyrese Haliburton",18,13,0,74
"Seth Curry","Georges Niang","Furkan Korkmaz","Shake Milton","Charles Bassey","Austin Rivers","JaMychal Green","PJ Dozier","Facundo Campazzo","Bones Hyland",11,2,0,52
"Seth Curry","Georges Niang","Furkan Korkmaz","Shake Milton","Charles Bassey","Austin Rivers","JaMychal Green","PJ Dozier","Markus Howard","Bones Hyland",4,0,0,43
"Seth Curry","Georges Niang","Furkan Korkmaz","Shake Milton","Charles Bassey","Markus Howard","Bones Hyland","Austin Rivers","Will Barton","JaMychal Green",0,0,0,1
"Seth Curry","Georges Niang","Furkan Korkmaz","Shake Milton","Charles Bassey","Monte Morris","Austin Rivers","Will Barton","JaMychal Green","Nikola Jokic",2,2,0,18
"Seth Curry","Georges Niang","Furkan Korkmaz","Shake Milton","Charles Bassey","Monte Morris","Bones Hyland","Jeff Green","Will Barton","Nikola Jokic",6,4,0,60
"Seth Curry","Georges Niang","Furkan Korkmaz","Shake Milton","Charles Bassey","Monte Morris","Jeff Green","Will Barton","Aaron Gordon","Nikola Jokic",7,3,0,9
"Seth Curry","Georges Niang","Furkan Korkmaz","Shake Milton","Charles Bassey","Monte Morris","Markus Howard","Austin Rivers","Will Barton","JaMychal Green",2,8,0,34
"Seth Curry","Joel Embiid","Shake Milton","Matisse Thybulle","Tyrese Maxey","Jerami Grant","Killian Hayes","Saddiq Bey","Isaiah Stewart","Cade Cunningham",23,24,0,223
"Seth Curry","Joel Embiid","Shake Milton","Tyrese Maxey","Paul Reed","Alex Caruso","Javonte Green","DeMar DeRozan","Nikola Vucevic","Zach LaVine",7,4,0,31
"Seth Curry","Joel Embiid","Shake Milton","Tyrese Maxey","Paul Reed","DeMar DeRozan","Nikola Vucevic","Zach LaVine","Lonzo Ball","Javonte Green",20,25,0,177
"Shai Gilgeous-Alexander","Darius Bazley","Aleksej Pokusevski","Jeremiah Robinson-Earl","Josh Giddey","Terance Mann","Nicolas Batum","Paul George","Eric Bledsoe","Reggie Jackson",1,2,0,57
"Shai Gilgeous-Alexander","Darius Bazley","Aleksej Pokusevski","Josh Giddey","Mike Muscala","Terance Mann","Nicolas Batum","Paul George","Eric Bledsoe","Reggie Jackson",2,6,0,27
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Aaron Wiggins","Mike Muscala","Bobby Portis","Pat Connaughton","George Hill","Jrue Holiday","Giannis Antetokounmpo",2,0,0,10
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Aleksej Pokusevski","Derrick Favors","Christian Wood","Kevin Porter Jr.","Jae'Sean Tate","Alperen Sengun","Eric Gordon",3,0,0,0
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Aleksej Pokusevski","Derrick Favors","Danuel House Jr.","Jae'Sean Tate","Alperen Sengun","Eric Gordon","D.J. Augustin",0,2,0,6
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Aleksej Pokusevski","Derrick Favors","Dillon Brooks","De'Anthony Melton","Desmond Bane","Steven Adams","Kyle Anderson",5,7,0,36
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Aleksej Pokusevski","Derrick Favors","Garrett Temple","Jonas Valanciunas","Josh Hart","Devonte' Graham","Nickeil Alexander-Walker",5,10,0,23
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Aleksej Pokusevski","Jeremiah Robinson-Earl","Devonte' Graham","Jaxson Hayes","Nickeil Alexander-Walker","Herbert Jones","Tomas Satoransky",2,5,0,28
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Aleksej Pokusevski","Jeremiah Robinson-Earl","Devonte' Graham","Jaxson Hayes","Trey Murphy III","Garrett Temple","Tomas Satoransky",5,0,0,8
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Aleksej Pokusevski","Jeremiah Robinson-Earl","Josh Hart","Devonte' Graham","Jaxson Hayes","Nickeil Alexander-Walker","Garrett Temple",2,0,0,12
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Aleksej Pokusevski","Mike Muscala","Kira Lewis Jr.","Herbert Jones","Trey Murphy III","Garrett Temple","Jonas Valanciunas",2,3,0,7
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Aleksej Pokusevski","Mike Muscala","Kira Lewis Jr.","Trey Murphy III","Garrett Temple","Jonas Valanciunas","Tomas Satoransky",11,0,0,17
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Aleksej Pokusevski","Tre Mann","De'Anthony Melton","John Konchar","Xavier Tillman","Desmond Bane","Kyle Anderson",2,8,0,42
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Aleksej Pokusevski","Tre Mann","Dillon Brooks","De'Anthony Melton","John Konchar","Xavier Tillman","Kyle Anderson",0,2,0,4
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Isaiah Roby","Josh Giddey","Christian Wood","Daniel Theis","Kevin Porter Jr.","Jalen Green","Jae'Sean Tate",13,27,0,153
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Isaiah Roby","Josh Giddey","Christian Wood","Kevin Porter Jr.","Jae'Sean Tate","Alperen Sengun","Eric Gordon",2,4,0,13
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Isaiah Roby","Josh Giddey","Royce O'Neale","Donovan Mitchell","Hassan Whiteside","Bojan Bogdanovic","Joe Ingles",0,2,0,0
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Isaiah Roby","Tre Mann","Royce O'Neale","Donovan Mitchell","Hassan Whiteside","Bojan Bogdanovic","Joe Ingles",0,2,0,18
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Isaiah Roby","Tre Mann","Royce O'Neale","Donovan Mitchell","Hassan Whiteside","Jordan Clarkson","Joe Ingles",0,3,0,75
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Aaron Wiggins","Bobby Portis","Pat Connaughton","George Hill","Khris Middleton","Giannis Antetokounmpo",2,2,0,45
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Aaron Wiggins","Chris Paul","Devin Booker","Mikal Bridges","Deandre Ayton","Cameron Johnson",2,1,0,5
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Derrick Favors","Josh Richardson","Grant Williams","Al Horford","Dennis Schroder","Marcus Smart",10,10,0,54
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey","Bobby Portis","Pat Connaughton","Jrue Holiday","Khris Middleton","Giannis Antetokounmpo",0,3,0,19
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey","Christian Wood","Danuel House Jr.","Kevin Porter Jr.","Armoni Brooks","Garrison Mathews",4,0,0,33
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey","Devonte' Graham","Jaxson Hayes","Nickeil Alexander-Walker","Herbert Jones","Tomas Satoransky",2,6,0,21
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey","Eric Gordon","Christian Wood","Kevin Porter Jr.","Garrison Mathews","Jae'Sean Tate",15,29,0,184
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey","Jayson Tatum","Grant Williams","Al Horford","Dennis Schroder","Marcus Smart",3,2,0,6
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey","Jerami Grant","Killian Hayes","Saddiq Bey","Isaiah Stewart","Cade Cunningham",30,35,1,202
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey","Jordan Poole","Stephen Curry","Draymond Green","Otto Porter Jr.","Andrew Wiggins",2,2,0,8
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey","Jrue Holiday","Khris Middleton","Giannis Antetokounmpo","Bobby Portis","Grayson Allen",12,27,0,174
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey","Pascal Siakam","Fred VanVleet","Chris Boucher","Gary Trent Jr.","Scottie Barnes",33,28,0,189
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey","Pascal Siakam","Fred VanVleet","Gary Trent Jr.","Isaac Bonga","Yuta Watanabe",5,0,0,43
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey","Pat Connaughton","Grayson Allen","George Hill","Jrue Holiday","Giannis Antetokounmpo",6,9,0,10
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey","Pat Connaughton","Grayson Allen","Jrue Holiday","Khris Middleton","Giannis Antetokounmpo",3,2,0,29
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey","Saddiq Bey","Isaiah Stewart","Saben Lee","Cade Cunningham","Jerami Grant",2,5,0,37
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey","Stephen Curry","Draymond Green","Andrew Wiggins","Kevon Looney","Jordan Poole",25,38,0,178
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Mike Muscala","Killian Hayes","Saddiq Bey","Isaiah Stewart","Cade Cunningham","Jerami Grant",6,14,0,53
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Mike Muscala","Pascal Siakam","Fred VanVleet","Chris Boucher","Gary Trent Jr.","Yuta Watanabe",6,7,0,7
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Tre Mann","Devin Booker","Cameron Payne","Landry Shamet","Deandre Ayton","Cameron Johnson",0,8,0,32
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Tre Mann","Devin Booker","Cameron Payne","Mikal Bridges","Deandre Ayton","Cameron Johnson",0,4,0,23
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Aaron Wiggins","Bobby Portis","Pat Connaughton","George Hill","Jrue Holiday","Giannis Antetokounmpo",3,2,0,10
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Aaron Wiggins","Bobby Portis","Pat Connaughton","George Hill","Khris Middleton","Giannis Antetokounmpo",4,2,0,6
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Derrick Favors","Devonte' Graham","Herbert Jones","Trey Murphy III","Garrett Temple","Jonas Valanciunas",4,4,0,30
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Derrick Favors","Devonte' Graham","Nickeil Alexander-Walker","Herbert Jones","Garrett Temple","Jonas Valanciunas",8,9,0,44
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Derrick Favors","Dillon Brooks","De'Anthony Melton","Desmond Bane","Steven Adams","Kyle Anderson",0,0,0,5
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Derrick Favors","Donovan Mitchell","Hassan Whiteside","Bojan Bogdanovic","Jordan Clarkson","Joe Ingles",2,2,0,22
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Derrick Favors","Jordan Poole","Stephen Curry","Draymond Green","Otto Porter Jr.","Andrew Wiggins",7,5,0,4
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Derrick Favors","Royce O'Neale","Donovan Mitchell","Hassan Whiteside","Bojan Bogdanovic","Jordan Clarkson",2,2,0,19
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Derrick Favors","Royce O'Neale","Donovan Mitchell","Mike Conley","Bojan Bogdanovic","Rudy Gobert",3,2,0,15
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Derrick Favors","Steven Adams","Dillon Brooks","Jaren Jackson Jr.","Ja Morant","Desmond Bane",0,0,0,15
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Mike Muscala","Chris Chiozza","Stephen Curry","Nemanja Bjelica","Draymond Green","Andre Iguodala",0,0,0,21
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Mike Muscala","Chris Chiozza","Stephen Curry","Nemanja Bjelica","Draymond Green","Andrew Wiggins",2,6,0,47
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Mike Muscala","Dillon Brooks","Jaren Jackson Jr.","De'Anthony Melton","Xavier Tillman","Desmond Bane",7,4,0,12
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Mike Muscala","Dillon Brooks","Jaren Jackson Jr.","Ja Morant","Xavier Tillman","Desmond Bane",2,3,0,5
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Mike Muscala","Josh Jackson","Killian Hayes","Isaiah Stewart","Cade Cunningham","Jerami Grant",1,0,0,35
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Mike Muscala","Killian Hayes","Saddiq Bey","Isaiah Stewart","Cade Cunningham","Jerami Grant",4,0,0,4
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Mike Muscala","Pascal Siakam","Fred VanVleet","Gary Trent Jr.","Justin Champagnie","Scottie Barnes",13,21,0,70
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Theo Maledon","Derrick Favors","Royce O'Neale","Donovan Mitchell","Hassan Whiteside","Bojan Bogdanovic","Jordan Clarkson",4,0,0,40
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Theo Maledon","Derrick Favors","Royce O'Neale","Donovan Mitchell","Mike Conley","Bojan Bogdanovic","Rudy Gobert",2,3,0,27
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Theo Maledon","Jeremiah Robinson-Earl","Donovan Mitchell","Hassan Whiteside","Bojan Bogdanovic","Jordan Clarkson","Joe Ingles",1,6,0,9
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Tre Mann","Derrick Favors","Fred VanVleet","Gary Trent Jr.","Isaac Bonga","Yuta Watanabe","Scottie Barnes",4,3,0,15
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Tre Mann","Derrick Favors","Pascal Siakam","Fred VanVleet","Gary Trent Jr.","Isaac Bonga","Yuta Watanabe",0,0,0,15
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Tre Mann","Mike Muscala","Devin Booker","Cameron Payne","Mikal Bridges","Cameron Johnson","JaVale McGee",2,3,0,3
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Tre Mann","Mike Muscala","Devin Booker","Cameron Payne","Mikal Bridges","Deandre Ayton","Cameron Johnson",0,0,0,12
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Ty Jerome","Jeremiah Robinson-Earl","Christian Wood","Kevin Porter Jr.","Garrison Mathews","Kenyon Martin Jr.","Jae'Sean Tate",0,7,0,37
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Ty Jerome","Jeremiah Robinson-Earl","Pat Connaughton","George Hill","Jrue Holiday","Khris Middleton","Giannis Antetokounmpo",0,1,0,3
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Ty Jerome","Jeremiah Robinson-Earl","Pat Connaughton","Grayson Allen","Jrue Holiday","Khris Middleton","Giannis Antetokounmpo",0,0,0,2
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Ty Jerome","Jeremiah Robinson-Earl","Pat Connaughton","Semi Ojeleye","George Hill","Jrue Holiday","Giannis Antetokounmpo",0,3,0,0
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Ty Jerome","Josh Giddey","Josh Hart","Devonte' Graham","Jaxson Hayes","Herbert Jones","Garrett Temple",4,1,0,13
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Ty Jerome","Josh Giddey","Russell Westbrook","Avery Bradley","Anthony Davis","Kent Bazemore","Carmelo Anthony",9,5,0,35
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Ty Jerome","Josh Giddey","Russell Westbrook","Wayne Ellington","Anthony Davis","Kent Bazemore","Carmelo Anthony",6,0,0,30
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Ty Jerome","Mike Muscala","Bobby Portis","Pat Connaughton","Semi Ojeleye","George Hill","Jrue Holiday",8,2,0,14
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Ty Jerome","Mike Muscala","Bobby Portis","Pat Connaughton","Semi Ojeleye","George Hill","Khris Middleton",0,2,0,12
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Ty Jerome","Mike Muscala","Christian Wood","Daniel Theis","Kevin Porter Jr.","Jalen Green","Jae'Sean Tate",2,0,0,20
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Ty Jerome","Mike Muscala","Christian Wood","Kevin Porter Jr.","Jae'Sean Tate","Alperen Sengun","Eric Gordon",8,8,0,20
