"team1player1","team1player2","team1player3","team1player4","team1player5","team2player1","team2player2","team2player3","team2player4","team2player5","team1_points","team2_points","turnovers","timeofpos"
"Lauri Markkanen","Darius Garland","Dean Wade","Kevin Love","Ricky Rubio","Marcus Smart","Jaylen Brown","Jayson Tatum","Robert Williams III","Romeo Langford",8,8,0,95
"Lauri Markkanen","Darius Garland","Evan Mobley","Kevin Love","Ricky Rubio","Austin Reaves","Avery Bradley","Anthony Davis","LeBron James","Carmelo Anthony",4,2,0,6
"Lauri Markkanen","Darius Garland","Evan Mobley","Kevin Love","Ricky Rubio","DeAndre Jordan","Avery Bradley","Anthony Davis","Kent Bazemore","LeBron James",2,3,0,41
"Lauri Markkanen","Darius Garland","Evan Mobley","Kevin Love","Ricky Rubio","Devin Booker","Mikal Bridges","Deandre Ayton","Jae Crowder","Elfrid Payton",2,4,0,27
"Lauri Markkanen","Darius Garland","Isaac Okoro","Evan Mobley","Kevin Love","Malik Beasley","Jarred Vanderbilt","Anthony Edwards","Jaden McDaniels","Patrick Beverley",2,0,0,2
"Lauri Markkanen","Darius Garland","Isaac Okoro","Evan Mobley","Ricky Rubio","Dewayne Dedmon","Caleb Martin","Gabe Vincent","Max Strus","Tyler Herro",6,6,0,38
"Lauri Markkanen","Darius Garland","Isaac Okoro","Evan Mobley","Ricky Rubio","Tyus Jones","De'Anthony Melton","Brandon Clarke","John Konchar","Steven Adams",0,5,0,21
"Lauri Markkanen","Darius Garland","Lamar Stevens","Evan Mobley","Ricky Rubio","LeBron James","Carmelo Anthony","Dwight Howard","Russell Westbrook","Austin Reaves",2,0,2,43
"Lauri Markkanen","Darius Garland","Moses Brown","Isaac Okoro","Kevin Love","Delon Wright","Timothe Luwawu-Cabarrot","Kevin Huerter","De'Andre Hunter","Clint Capela",3,5,0,11
"Lauri Markkanen","Darius Garland","Moses Brown","Isaac Okoro","Kevin Love","Timothe Luwawu-Cabarrot","Kevin Huerter","Trae Young","De'Andre Hunter","Clint Capela",5,3,0,24
"Lauri Markkanen","Isaac Okoro","Evan Mobley","Kevin Love","Ricky Rubio","PJ Dozier","Facundo Campazzo","Jeff Green","Austin Rivers","JaMychal Green",0,0,0,0
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Darius Garland","Evan Mobley","Austin Reaves","Avery Bradley","Kent Bazemore","LeBron James","Dwight Howard",0,0,0,1
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Darius Garland","Evan Mobley","Austin Reaves","Avery Bradley","LeBron James","Carmelo Anthony","Dwight Howard",2,3,0,9
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Darius Garland","Evan Mobley","Chris Paul","Jae Crowder","Devin Booker","Mikal Bridges","Deandre Ayton",20,21,0,128
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Darius Garland","Evan Mobley","Gordon Hayward","Mason Plumlee","Terry Rozier","Miles Bridges","LaMelo Ball",16,19,0,194
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Darius Garland","Evan Mobley","Isaiah Hartenstein","Nicolas Batum","Paul George","Eric Bledsoe","Reggie Jackson",0,3,0,6
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Darius Garland","Evan Mobley","Jaren Jackson Jr.","De'Anthony Melton","Ja Morant","Desmond Bane","Kyle Anderson",8,7,0,4
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Darius Garland","Evan Mobley","Kelly Oubre Jr.","Terry Rozier","LaMelo Ball","Gordon Hayward","Mason Plumlee",4,0,0,57
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Darius Garland","Evan Mobley","LeBron James","Russell Westbrook","DeAndre Jordan","Anthony Davis","Kent Bazemore",22,23,0,169
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Darius Garland","Evan Mobley","Luke Kennard","Terance Mann","Nicolas Batum","Paul George","Eric Bledsoe",0,2,0,17
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Darius Garland","Evan Mobley","Nicolas Batum","Paul George","Eric Bledsoe","Reggie Jackson","Ivica Zubac",21,19,0,240
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Darius Garland","Evan Mobley","Steven Adams","Jaren Jackson Jr.","De'Anthony Melton","Ja Morant","Desmond Bane",20,17,1,160
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Darius Garland","Evan Mobley","Terry Rozier","Miles Bridges","Cody Martin","LaMelo Ball","Mason Plumlee",5,9,0,41
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Darius Garland","Evan Mobley","Will Barton","Aaron Gordon","Nikola Jokic","Monte Morris","Michael Porter Jr.",23,17,0,160
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Darius Garland","Kevin Love","Luke Kennard","Terance Mann","Nicolas Batum","Paul George","Reggie Jackson",4,2,0,2
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Evan Mobley","Ricky Rubio","Austin Reaves","Russell Westbrook","Avery Bradley","Anthony Davis","Carmelo Anthony",0,5,0,5
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Evan Mobley","Ricky Rubio","Austin Reaves","Russell Westbrook","Avery Bradley","Carmelo Anthony","Dwight Howard",0,0,0,1
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Evan Mobley","Ricky Rubio","Avery Bradley","Anthony Davis","Kent Bazemore","LeBron James","Carmelo Anthony",2,5,0,46
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Evan Mobley","Ricky Rubio","Chris Paul","Jae Crowder","Devin Booker","Mikal Bridges","Deandre Ayton",0,2,0,14
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Evan Mobley","Ricky Rubio","Isaiah Hartenstein","Nicolas Batum","Paul George","Eric Bledsoe","Reggie Jackson",0,2,0,11
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Evan Mobley","Ricky Rubio","Terry Rozier","Miles Bridges","Cody Martin","LaMelo Ball","Mason Plumlee",4,2,0,48
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Evan Mobley","Ricky Rubio","Terry Rozier","Miles Bridges","Cody Martin","P.J. Washington","Gordon Hayward",5,4,0,41
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Evan Mobley","Ricky Rubio","Tyus Jones","Jaren Jackson Jr.","De'Anthony Melton","Brandon Clarke","Ziaire Williams",0,3,0,13
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Evan Mobley","Ricky Rubio","Will Barton","Aaron Gordon","Nikola Jokic","Monte Morris","Michael Porter Jr.",2,0,0,22
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Kevin Love","Ricky Rubio","Chris Paul","Jae Crowder","Devin Booker","Mikal Bridges","Deandre Ayton",3,2,0,11
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Kevin Love","Ricky Rubio","Devin Booker","Mikal Bridges","Deandre Ayton","Cameron Johnson","Elfrid Payton",2,2,0,18
"Lauri Markkanen","Jarrett Allen","Collin Sexton","Kevin Love","Ricky Rubio","Ivica Zubac","Luke Kennard","Nicolas Batum","Paul George","Reggie Jackson",4,4,0,13
"Lauri Markkanen","Jarrett Allen","Darius Garland","Dean Wade","Lamar Stevens","George Hill","DeMarcus Cousins","Jordan Nwora","Sandro Mamukelashvili","Javonte Smart",14,15,0,119
"Lauri Markkanen","Jarrett Allen","Darius Garland","Dean Wade","Ricky Rubio","Pat Connaughton","Semi Ojeleye","Jordan Nwora","Sandro Mamukelashvili","Javonte Smart",2,0,0,28
"Lauri Markkanen","Jarrett Allen","Darius Garland","Dean Wade","Ricky Rubio","Pat Connaughton","Semi Ojeleye","Sandro Mamukelashvili","Javonte Smart","DeMarcus Cousins",3,0,0,12
"Lauri Markkanen","Jarrett Allen","Darius Garland","Dean Wade","Ricky Rubio","Semi Ojeleye","Jordan Nwora","Sandro Mamukelashvili","Javonte Smart","Thanasis Antetokounmpo",7,10,0,16
"Lauri Markkanen","Jarrett Allen","Darius Garland","Dylan Windler","Dean Wade","Pat Connaughton","Semi Ojeleye","Sandro Mamukelashvili","Javonte Smart","Thanasis Antetokounmpo",4,2,0,18
"Lauri Markkanen","Jarrett Allen","Darius Garland","Evan Mobley","Ricky Rubio","Boban Marjanovic","Dorian Finney-Smith","Sterling Brown","Josh Green","Trey Burke",7,9,0,16
"Lauri Markkanen","Jarrett Allen","Darius Garland","Evan Mobley","Ricky Rubio","Bobby Portis","Pat Connaughton","Jrue Holiday","Khris Middleton","Giannis Antetokounmpo",1,0,0,0
"Lauri Markkanen","Jarrett Allen","Darius Garland","Evan Mobley","Ricky Rubio","Davis Bertans","Spencer Dinwiddie","Montrezl Harrell","Aaron Holiday","Deni Avdija",2,4,0,23
"Lauri Markkanen","Jarrett Allen","Darius Garland","Evan Mobley","Ricky Rubio","Dewayne Dedmon","Caleb Martin","Gabe Vincent","Max Strus","Tyler Herro",8,1,0,28
"Lauri Markkanen","Jarrett Allen","Darius Garland","Evan Mobley","Ricky Rubio","Jaren Jackson Jr.","De'Anthony Melton","Ja Morant","Desmond Bane","Steven Adams",3,2,0,13
"Lauri Markkanen","Jarrett Allen","Darius Garland","Evan Mobley","Ricky Rubio","Kelly Oubre Jr.","Terry Rozier","Miles Bridges","LaMelo Ball","Mason Plumlee",6,5,0,41
"Lauri Markkanen","Jarrett Allen","Darius Garland","Evan Mobley","Ricky Rubio","Kelly Oubre Jr.","Terry Rozier","Miles Bridges","P.J. Washington","Ish Smith",5,2,0,8
"Lauri Markkanen","Jarrett Allen","Darius Garland","Evan Mobley","Ricky Rubio","LeBron James","Carmelo Anthony","Dwight Howard","Russell Westbrook","Austin Reaves",1,0,0,10
"Lauri Markkanen","Jarrett Allen","Darius Garland","Evan Mobley","Ricky Rubio","LeBron James","Russell Westbrook","DeAndre Jordan","Anthony Davis","Kent Bazemore",8,2,0,24
"Lauri Markkanen","Jarrett Allen","Darius Garland","Evan Mobley","Ricky Rubio","Maxi Kleber","Jalen Brunson","Luka Doncic","Reggie Bullock","Kristaps Porzingis",8,3,0,34
"Lauri Markkanen","Jarrett Allen","Darius Garland","Evan Mobley","Ricky Rubio","Michael Porter Jr.","Michael Porter Jr.","Bones Hyland","Will Barton","Aaron Gordon",0,3,0,25
"Lauri Markkanen","Jarrett Allen","Darius Garland","Evan Mobley","Ricky Rubio","Petr Cornelie","Michael Porter Jr.","Bol Bol","Zeke Nnaji","Markus Howard",2,0,0,7
"Lauri Markkanen","Jarrett Allen","Darius Garland","Evan Mobley","Ricky Rubio","Russell Westbrook","Avery Bradley","Anthony Davis","LeBron James","Carmelo Anthony",5,5,0,25
"Lauri Markkanen","Jarrett Allen","Darius Garland","Evan Mobley","Ricky Rubio","Sterling Brown","Maxi Kleber","Jalen Brunson","Luka Doncic","Tim Hardaway Jr.",8,2,0,15
"Lauri Markkanen","Jarrett Allen","Darius Garland","Evan Mobley","Ricky Rubio","Terry Rozier","Miles Bridges","Cody Martin","LaMelo Ball","Mason Plumlee",5,9,0,12
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Aaron Holiday","Daniel Gafford","Anthony Gill","Corey Kispert","Raul Neto",4,2,0,15
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Bradley Beal","Kentavious Caldwell-Pope","Spencer Dinwiddie","Kyle Kuzma","Daniel Gafford",26,17,1,141
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Dorian Finney-Smith","Luka Doncic","Tim Hardaway Jr.","Dwight Powell","Kristaps Porzingis",0,0,0,17
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Dorian Finney-Smith","Maxi Kleber","Luka Doncic","Tim Hardaway Jr.","Kristaps Porzingis",9,8,1,34
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Grayson Allen","Jrue Holiday","DeMarcus Cousins","Khris Middleton","Giannis Antetokounmpo",1,0,0,12
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Ja Morant","John Konchar","Desmond Bane","Steven Adams","Kyle Anderson",5,6,1,9
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Jaren Jackson Jr.","Ja Morant","Brandon Clarke","John Konchar","Ziaire Williams",2,0,0,9
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Jrue Holiday","DeMarcus Cousins","Khris Middleton","Giannis Antetokounmpo","Rodney Hood",4,3,0,6
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Jrue Holiday","Khris Middleton","Giannis Antetokounmpo","Bobby Portis","Grayson Allen",12,21,0,218
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Jrue Holiday","Wesley Matthews","DeMarcus Cousins","Giannis Antetokounmpo","Rodney Hood",0,0,0,2
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Karl-Anthony Towns","Malik Beasley","Jarred Vanderbilt","Anthony Edwards","Patrick Beverley",7,6,0,15
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Kyle Kuzma","Daniel Gafford","Bradley Beal","Kentavious Caldwell-Pope","Raul Neto",4,2,0,5
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Kyle Kuzma","Davis Bertans","Bradley Beal","Kentavious Caldwell-Pope","Raul Neto",5,2,0,7
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Kyle Kuzma","Davis Bertans","Bradley Beal","Kentavious Caldwell-Pope","Spencer Dinwiddie",6,2,0,30
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Kyle Lowry","P.J. Tucker","Dewayne Dedmon","Duncan Robinson","Tyler Herro",20,26,2,176
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Pat Connaughton","Jrue Holiday","Wesley Matthews","DeMarcus Cousins","Rodney Hood",0,3,0,11
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Patrick Beverley","Karl-Anthony Towns","Taurean Prince","Jarred Vanderbilt","Anthony Edwards",31,16,0,151
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Steven Adams","Jaren Jackson Jr.","De'Anthony Melton","Ja Morant","Desmond Bane",6,6,0,37
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Tim Hardaway Jr.","Kristaps Porzingis","Dorian Finney-Smith","Luka Doncic","Moses Brown",16,20,0,95
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Tyus Jones","Jaren Jackson Jr.","De'Anthony Melton","Brandon Clarke","Ziaire Williams",5,2,0,33
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Evan Mobley","Will Barton","Aaron Gordon","Nikola Jokic","Monte Morris","Michael Porter Jr.",0,2,0,9
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Kevin Love","Dorian Finney-Smith","Jalen Brunson","Luka Doncic","Moses Brown","Tim Hardaway Jr.",3,0,0,3
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Kevin Love","Dorian Finney-Smith","Luka Doncic","Moses Brown","Reggie Bullock","Tim Hardaway Jr.",2,5,0,21
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Kevin Love","Dorian Finney-Smith","Luka Doncic","Tim Hardaway Jr.","Dwight Powell","Kristaps Porzingis",7,5,0,33
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Kevin Love","Kyle Lowry","P.J. Tucker","Dewayne Dedmon","Duncan Robinson","Tyler Herro",3,0,0,0
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Kevin Love","Montrezl Harrell","Kyle Kuzma","Bradley Beal","Kentavious Caldwell-Pope","Raul Neto",4,2,1,39
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Lamar Stevens","Dewayne Dedmon","Caleb Martin","Gabe Vincent","Max Strus","Tyler Herro",2,6,0,13
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Lamar Stevens","Kyle Kuzma","Daniel Gafford","Bradley Beal","Kentavious Caldwell-Pope","Raul Neto",4,2,0,17
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Ricky Rubio","Ja Morant","Brandon Clarke","John Konchar","Desmond Bane","Steven Adams",8,2,0,8
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Ricky Rubio","Khris Middleton","Giannis Antetokounmpo","Bobby Portis","Grayson Allen","Javonte Smart",2,2,0,33
"Lauri Markkanen","Jarrett Allen","Darius Garland","Isaac Okoro","Ricky Rubio","Montrezl Harrell","Deni Avdija","Davis Bertans","Bradley Beal","Raul Neto",0,4,0,2
"Lauri Markkanen","Jarrett Allen","Darius Garland","Kevin Love","Ricky Rubio","Dorian Finney-Smith","Maxi Kleber","Jalen Brunson","Luka Doncic","Dwight Powell",6,0,0,26
"Lauri Markkanen","Jarrett Allen","Darius Garland","Kevin Love","Ricky Rubio","Dorian Finney-Smith","Maxi Kleber","Luka Doncic","Tim Hardaway Jr.","Kristaps Porzingis",3,0,0,30
"Lauri Markkanen","Jarrett Allen","Darius Garland","Kevin Love","Ricky Rubio","George Hill","DeMarcus Cousins","Jordan Nwora","Sandro Mamukelashvili","Javonte Smart",2,0,0,8
"Lauri Markkanen","Jarrett Allen","Darius Garland","Kevin Love","Ricky Rubio","Ivica Zubac","Luke Kennard","Terance Mann","Paul George","Reggie Jackson",3,3,0,14
"Lauri Markkanen","Jarrett Allen","Darius Garland","Kevin Love","Ricky Rubio","LeBron James","Russell Westbrook","DeAndre Jordan","Anthony Davis","Kent Bazemore",4,6,0,58
"Lauri Markkanen","Jarrett Allen","Darius Garland","Kevin Love","Ricky Rubio","Monte Morris","Jeff Green","Will Barton","Aaron Gordon","Nikola Jokic",0,6,0,4
"Lauri Markkanen","Jarrett Allen","Darius Garland","Kevin Love","Ricky Rubio","Monte Morris","Michael Porter Jr.","Will Barton","Aaron Gordon","Nikola Jokic",7,0,0,10
"Lauri Markkanen","Jarrett Allen","Darius Garland","Kevin Love","Ricky Rubio","Pat Connaughton","Jordan Nwora","Sandro Mamukelashvili","George Hill","DeMarcus Cousins",0,3,0,9
"Lauri Markkanen","Jarrett Allen","Darius Garland","Kevin Love","Ricky Rubio","Pat Connaughton","Semi Ojeleye","Sandro Mamukelashvili","Javonte Smart","DeMarcus Cousins",2,0,0,6
"Lauri Markkanen","Jarrett Allen","Darius Garland","Lamar Stevens","Evan Mobley","Bobby Portis","Pat Connaughton","Grayson Allen","Jrue Holiday","Khris Middleton",4,0,0,11
"Lauri Markkanen","Jarrett Allen","Darius Garland","Lamar Stevens","Evan Mobley","Caleb Martin","Max Strus","Tyler Herro","KZ Okpala","Kyle Lowry",5,4,0,51
"Lauri Markkanen","Jarrett Allen","Darius Garland","Lamar Stevens","Evan Mobley","Jrue Holiday","Khris Middleton","Giannis Antetokounmpo","Bobby Portis","Grayson Allen",0,2,0,12
"Lauri Markkanen","Jarrett Allen","Darius Garland","Lamar Stevens","Evan Mobley","Pat Connaughton","Grayson Allen","Jrue Holiday","DeMarcus Cousins","Khris Middleton",8,3,0,17
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Evan Mobley","Ricky Rubio","Aaron Holiday","Daniel Gafford","Deni Avdija","Corey Kispert","Raul Neto",2,5,0,45
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Evan Mobley","Ricky Rubio","Aaron Holiday","Daniel Gafford","Deni Avdija","Corey Kispert","Spencer Dinwiddie",0,2,0,0
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Evan Mobley","Ricky Rubio","Caleb Martin","Gabe Vincent","Max Strus","Tyler Herro","KZ Okpala",3,2,0,23
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Evan Mobley","Ricky Rubio","Davis Bertans","Spencer Dinwiddie","Montrezl Harrell","Aaron Holiday","Deni Avdija",2,6,0,59
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Evan Mobley","Ricky Rubio","Dorian Finney-Smith","Jalen Brunson","Luka Doncic","Moses Brown","Tim Hardaway Jr.",2,2,0,27
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Evan Mobley","Ricky Rubio","Karl-Anthony Towns","Malik Beasley","Jarred Vanderbilt","Anthony Edwards","Patrick Beverley",6,2,0,6
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Evan Mobley","Ricky Rubio","Malik Beasley","Jarred Vanderbilt","Anthony Edwards","Jaden McDaniels","Patrick Beverley",0,0,0,16
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Evan Mobley","Ricky Rubio","Maxi Kleber","Jalen Brunson","Luka Doncic","Moses Brown","Tim Hardaway Jr.",0,0,0,17
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Evan Mobley","Ricky Rubio","Michael Porter Jr.","Michael Porter Jr.","Bones Hyland","Will Barton","Aaron Gordon",2,0,0,20
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Evan Mobley","Ricky Rubio","Reggie Bullock","Kristaps Porzingis","Sterling Brown","Maxi Kleber","Jalen Brunson",7,0,0,29
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Evan Mobley","Ricky Rubio","Sterling Brown","Maxi Kleber","Jalen Brunson","Reggie Bullock","Kristaps Porzingis",0,0,0,3
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Evan Mobley","Ricky Rubio","Will Barton","Aaron Gordon","Nikola Jokic","Monte Morris","Michael Porter Jr.",2,6,0,37
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Kevin Love","Ricky Rubio","Duncan Robinson","Gabe Vincent","Kyle Lowry","P.J. Tucker","Dewayne Dedmon",0,0,0,24
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Kevin Love","Ricky Rubio","Ja Morant","John Konchar","Desmond Bane","Steven Adams","Kyle Anderson",2,2,0,40
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Kevin Love","Ricky Rubio","Kyle Lowry","P.J. Tucker","Dewayne Dedmon","Duncan Robinson","Tyler Herro",2,0,0,0
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Kevin Love","Ricky Rubio","Montrezl Harrell","Deni Avdija","Davis Bertans","Bradley Beal","Raul Neto",3,6,0,11
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Kevin Love","Ricky Rubio","Montrezl Harrell","Kyle Kuzma","Deni Avdija","Bradley Beal","Raul Neto",0,5,0,15
"Lauri Markkanen","Jarrett Allen","Isaac Okoro","Kevin Love","Ricky Rubio","Will Barton","Aaron Gordon","Nikola Jokic","Monte Morris","Michael Porter Jr.",2,4,0,23
"Lauri Markkanen","Jarrett Allen","Lamar Stevens","Evan Mobley","Ricky Rubio","Aaron Holiday","Daniel Gafford","Anthony Gill","Corey Kispert","Raul Neto",4,2,0,4
"Lauri Markkanen","Jarrett Allen","Lamar Stevens","Kevin Love","Ricky Rubio","Gabe Vincent","Max Strus","KZ Okpala","Kyle Lowry","P.J. Tucker",2,0,0,2
